u,v,key,cycleway,cycleway:both,cycleway:left,cycleway:right,cycleway_all
71924890,71939756,0,,,,,[]
71924977,71934861,0,,,no,shared_lane,[]
71924977,1047162761,0,,,no,track,[]
71925063,71951245,0,,no,,,[]
71925117,71934543,0,,,,,[]
71925125,71918004,0,,,,,[]
71925125,71950325,0,"['lane', 'shared_lane']",,,,"['lane', 'shared_lane']"
71925125,71929021,0,lane,,,,[]
71925382,71952529,0,,,track,track,[]
71925382,71917844,0,,no,,,[]
71925382,71922302,0,,,track,track,[]
71925428,71919791,0,,no,,,[]
71925428,71947496,0,,no,,,[]
71925428,8324393180,0,,no,,,[]
71925478,61173070,0,,no,,,[]
71925478,5456543560,0,,,track,track,[]
71925478,71916921,0,,,track,track,[]
71925487,71949504,0,,,,,[]
71925494,71927775,0,,,,,[]
71925494,1305388898,0,,,,,[]
71925505,6870027885,0,,,,,[]
71925505,71948254,0,,,,,[]
71925505,7655907857,0,,,,,[]
71925583,61177577,0,,,no,track,[]
71925583,1038908130,0,,,no,"['track', 'separate', 'lane']","['track', 'separate', 'lane']"
71925619,71938119,0,,,,,[]
71925644,71952571,0,,,no,track,[]
71925644,71943156,0,,,,,[]
71925657,11353578554,0,,no,,,[]
71925657,11353578566,0,,no,,,[]
71925657,71944738,0,,,,,[]
71925657,71924540,0,,,,,[]
71925783,71936623,0,,,,,[]
71925783,61170597,0,,,,,[]
71925783,71945217,0,,,,,[]
71925824,71915026,0,,,,,[]
71925824,71928023,0,,,,,[]
71925824,61172044,0,,,,,[]
71925858,71937408,0,,,share_busway,track,[]
71925858,71935198,0,,,"['lane', 'share_busway']",track,"['lane', 'share_busway']"
71925871,2547125306,0,,,,,[]
71925899,61172630,0,,,,,[]
71925899,71953838,0,,,,,[]
71925899,61173821,0,,,,,[]
71926014,71917853,0,,,,,[]
71926014,71916583,0,,,,,[]
71926014,61173053,0,,,,,[]
71926074,71940058,0,,,,,[]
71926074,71930338,0,,,,,[]
71926074,61170660,0,,,,,[]
71926222,3804299445,0,,,,,[]
71926222,71950325,0,,shared_lane,,,[]
71926222,71938023,0,,shared_lane,,,[]
71926240,71948965,0,,,,,[]
71926240,61173940,0,,,,,[]
71926281,61172463,0,,,,,[]
71926281,71929467,0,,,,,[]
71926281,71940842,0,,no,,,[]
71926281,71924336,0,,no,,,[]
71926486,71918913,0,lane,,,,[]
71926486,61174601,0,shared_lane,,,,[]
71926486,61174573,0,lane,,,,[]
71926597,6904852095,0,shared_lane,,,,[]
71926597,6904852097,0,shared_lane,,,,[]
71926635,71923177,0,,,,,[]
71926656,71917295,0,,,,,[]
71926656,3771996334,0,,,no,shared_lane,[]
71926794,5458392903,0,lane,,track,lane,[]
71926794,71932508,0,,,track,lane,[]
71926794,5458392906,0,,no,,,[]
71926800,71943976,0,shared_lane,,,,[]
71926800,71946502,0,,,,,[]
71926800,71930238,0,shared_lane,,,,[]
71926816,61170701,0,,,,,[]
71926816,71951871,0,,,,,[]
71926909,61172212,0,,,,,[]
71926909,71932578,0,,,,,[]
71926909,61172424,0,,,,,[]
71926932,71938249,0,,no,,,[]
71926959,5458392868,0,,no,,,[]
71926959,6970845329,0,,no,,,[]
71926959,61179350,0,,,lane,no,[]
71926959,61171464,0,,,lane,no,[]
71927028,71916731,0,,,lane,shared_lane,[]
71927028,71920063,0,,,,,[]
71927044,71945292,0,,,,,[]
71927053,71921695,0,,,,,[]
71927053,471266585,0,,,,,[]
71927053,61170948,0,,,,,[]
71927141,6758917091,0,,,,,[]
71927141,71943401,0,,,,,[]
71927141,71929134,0,,,,,[]
71927154,71950805,0,,,,,[]
71927154,71949282,0,,,,,[]
71927154,61176365,0,,no,,,[]
71927163,71922489,0,,,,,[]
71927163,71922489,1,shared_lane,,,,[]
71927163,61171456,0,shared_lane,,,,[]
71927192,71946379,0,,,,,[]
71927192,71953701,0,,,,,[]
71927192,71927580,0,,,,,[]
71927192,71943500,0,,,,,[]
71927201,71937397,0,,,,,[]
71927201,71934583,0,,,,,[]
71927201,61176216,0,,,,,[]
71927201,61172623,0,,,,,[]
71927218,71918417,0,,,,,[]
71927218,555825223,0,,,,,[]
71927287,71951639,0,,no,,,[]
71927287,71923161,0,,no,,,[]
71927287,71919935,0,,no,,,[]
71927337,71919872,0,,,,,[]
71927337,71946351,0,,,,,[]
71927337,61174622,0,,,,,[]
71927342,71930881,0,,,,,[]
71927342,61174320,0,,,,,[]
71927342,71928040,0,,,,,[]
71927403,61176169,0,,,lane,track,[]
71927403,61175833,0,lane,,lane,track,[]
71927426,71947199,0,,no,,,[]
71927426,71916682,0,,no,,,[]
71927525,71934543,0,,,,,[]
71927525,71939454,0,,,,,[]
71927525,71932806,0,,,,,[]
71927573,71917644,0,,,,,[]
71927573,61170657,0,,,,,[]
71927580,71914380,0,,,,,[]
71927580,61172861,0,,,,,[]
71927580,71927192,0,,,,,[]
71927644,71938568,0,shared_lane,,,,[]
71927644,71923072,0,,,,,[]
71927644,7079408943,0,,,,,[]
71927775,1043796712,0,shared_lane,,,,[]
71927775,71925494,0,,,,,[]
71927775,71921150,0,shared_lane,,,,[]
71927881,71947960,0,,,,,[]
71927881,71915442,0,lane,,,,[]
71927881,71927957,0,,no,shared_lane,lane,[]
71927913,61180980,0,,,,,[]
71927913,3437660818,0,,no,,,[]
71927957,61172472,0,,no,,,[]
71927957,2711744486,0,,,,,[]
71927957,71927881,0,,no,shared_lane,lane,[]
71928023,71925824,0,,,,,[]
71928040,71927342,0,,,,,[]
71928046,71921374,0,shared_lane,,,,[]
71928046,61172598,0,shared_lane,,,,[]
71928070,71917340,0,,no,,,[]
71928101,71922749,0,,no,,,[]
71928101,71943115,0,,no,,,[]
71928101,71944568,0,,no,,,[]
71928134,71946972,0,,no,,,[]
71928134,71945292,0,,no,,,[]
71928147,61155754,0,,,,,[]
71928147,8516078602,0,,no,,,[]
71928172,71938808,0,,,,,[]
71928177,71932649,0,,,,,[]
71928177,3842092352,0,,,,,[]
71928280,71942273,0,,no,,,[]
71928333,71923616,0,,no,,,[]
71928333,6755587644,0,,no,,,[]
71928333,61173625,0,,,,,[]
71928367,71924019,0,,,,,[]
71928393,71949673,0,,,,,[]
71928504,7307811428,0,,no,,,[]
71928504,601363850,0,,no,,,[]
71928504,11682994932,0,no,no,,,[]
71928504,11677153741,0,,,,,[]
71928522,71932406,0,,,,,[]
71928522,71914380,0,,,,,[]
71928522,71919864,0,,,,,[]
71928614,71940071,0,,,,,[]
71928614,71922214,0,,,no,lane,[]
71928672,13123500846,0,,,,,[]
71928672,71918004,0,,,,,[]
71928786,61170585,0,,no,,,[]
71928786,71930338,0,,,,,[]
71928786,71946812,0,,,,,[]
71928796,71919681,0,,separate,,,[]
71928796,71929549,0,,,no,track,[]
71928799,71933784,0,,,,,[]
71928799,7899959308,0,,,separate,no,[]
71928807,61172068,0,,,lane,shared_lane,[]
71928812,71934562,0,,no,,,[]
71928812,71922749,0,,no,,,[]
71928836,12972208284,0,,,,,[]
71929016,10026606060,0,,no,,,[]
71929016,71935557,0,,,,,[]
71929021,3804299372,0,,,,,[]
71929021,71925125,0,lane,,,,[]
71929021,71942069,0,lane,,,,[]
71929044,71923795,0,,,,,[]
71929044,71946613,0,,,,,[]
71929085,71943401,0,,,shared_lane,lane,[]
71929085,71944226,0,,,shared_lane,lane,[]
71929085,71922572,0,,no,,,[]
71929134,71939657,0,,,,,[]
71929134,71927141,0,,,,,[]
71929134,71938557,0,,,,,[]
71929179,71939014,0,,no,,,[]
71929256,71918861,0,,,shared_lane,track,[]
71929256,71922793,0,,,,,[]
71929256,61175782,0,shared_lane,,shared_lane,track,[]
71929370,1043831397,0,,,,,[]
71929386,71915191,0,,no,,,[]
71929386,71917681,0,,no,,,[]
71929386,71929592,0,,,,,[]
71929394,7672322995,0,,,no,lane,[]
71929394,5458227627,0,,no,,,[]
71929456,5458392902,0,lane,,,,[]
71929456,944779111,0,lane,,,,[]
71929456,71922403,0,,,no,lane,[]
71929467,71926281,0,,,,,[]
71929467,12196292156,0,,,,,[]
71929467,71947176,0,,,,,[]
71929467,71948965,0,,,,,[]
71929474,71921546,0,,,,,[]
71929474,71952751,0,,no,,,[]
71929474,71921132,0,,no,,,[]
71929511,71951261,0,,,lane,no,[]
71929511,71921318,0,,no,,,[]
71929511,5458424266,0,,,lane,no,[]
71929549,71938689,0,,,no,track,[]
71929592,71929386,0,,,,,[]
71929643,5458392886,0,,,no,lane,[]
71929643,71918262,0,,no,,,[]
71929765,3449234018,0,,,,track,[]
71929765,7988082546,0,,separate,"['shared_lane', 'share_busway']","['lane', 'separate']","['shared_lane', 'share_busway', 'lane', 'separate']"
71929775,71950991,0,,,,,[]
71929842,4258607826,0,,,no,share_busway,[]
71929868,71947496,0,,no,,,[]
71929868,71921937,0,,,lane,no,[]
71929897,61171682,0,,,,,[]
71929897,71946379,0,,,,,[]
71929897,71941856,0,,,,,[]
71929902,71949282,0,,,,,[]
71929945,71944823,0,,,track,track,[]
71929945,5456543561,0,,,track,track,[]
71929945,71949086,0,,no,,,[]
71929954,3804299711,0,,,,,[]
71929954,3804299741,0,,,,,[]
71929954,71951563,0,,,,,[]
71929961,71950209,0,,,,,[]
71929961,939265833,0,,,,,[]
71929996,7987038520,0,,,,,[]
71929996,2104665992,0,no,,,,[]
71929996,2104794554,0,no,,,,[]
71930075,10121300750,0,,,,,[]
71930075,1047079591,0,,,,,[]
71930075,71938313,0,,,,,[]
71930075,61170583,0,,,,,[]
71930121,71942730,0,,no,,,[]
71930121,71946138,0,,,,,[]
71930140,71936696,0,shared_lane,,,,[]
71930140,71938568,0,shared_lane,,,,[]
71930140,1219399459,0,,,,,[]
71930224,71917932,0,,,"['lane', 'ep']","['lane', 'shared_lane']","['lane', 'ep', 'lane', 'shared_lane']"
71930224,61174743,0,,,lane,shared_lane,[]
71930238,1043623298,0,,no,,,[]
71930238,71926800,0,shared_lane,,,,[]
71930238,71914849,0,,,no,lane,[]
71930280,71947199,0,,no,,,[]
71930280,71946662,0,,,,,[]
71930313,71949050,0,,no,,,[]
71930313,61176182,0,no,,,,[]
71930338,71928786,0,,,,,[]
71930338,61170593,0,,,,,[]
71930338,71926074,0,,,,,[]
71930417,1047189372,0,,,,,[]
71930417,1047189363,0,,,,,[]
71930452,71923072,0,,,,track,[]
71930452,71927644,0,,,,,[]
71930517,11777482147,0,,,,shared_lane,[]
71930517,71930813,0,,,,,[]
71930525,10197834443,0,,no,,,[]
71930538,71924003,0,,no,,,[]
71930538,71945453,0,,no,,,[]
71930538,5238655459,0,,no,,,[]
71930642,71938495,0,,no,,,[]
71930706,71938119,0,shared_lane,,,,[]
71930706,71946548,0,,,,,[]
71930706,71936623,0,shared_lane,,,,[]
71930789,71928672,0,,,,,[]
71930789,71942069,0,,,,,[]
71930813,71931371,0,,,,,[]
71930813,71928147,0,,no,,,[]
71930813,71930517,0,,,,,[]
71930813,8813914225,0,,,,,[]
71930844,527622200,0,,,no,track,[]
71930881,71927342,0,,,,,[]
71930881,71953752,0,,,,,[]
71930881,71913897,0,,,,,[]
71930893,61170675,0,,,,,[]
71930893,71954879,0,,,,,[]
71930907,1047198061,0,shared_lane,,,,[]
71930907,12353324969,0,shared_lane,,,,[]
71930931,71923417,0,,,,,[]
71930931,71922532,0,,,,,[]
71930956,71944650,0,,,,,[]
71930956,71927218,0,,,,,[]
71931051,1956030437,0,,no,,,[]
71931051,71947870,0,,no,,,[]
71931138,61170470,0,,,,,[]
71931138,71949660,0,,,,,[]
71931210,4726274014,0,,,,,[]
71931210,4726274014,1,,,,,[]
71931210,7984381167,0,,,,,[]
71931360,71937075,0,,no,,,[]
71931360,71936724,0,,no,,,[]
71931371,2547125306,0,,,,,[]
71931371,61151274,0,,,,,[]
71931371,71930813,0,,,,,[]
71931371,71921695,0,,,,,[]
71931425,71946634,0,,,,,[]
71931460,61170769,0,,,,,[]
71931460,61170761,0,,,,,[]
71931550,1690913447,0,,,,,[]
71931550,1690913493,0,,,,,[]
71931550,71940071,0,,,,,[]
71931620,1895456958,0,,no,,,[]
71931620,71946823,0,,no,,,[]
71931750,6771469991,0,,no,,,[]
71931750,71914069,0,,,,,[]
71931750,11047669642,0,,,,,[]
71931875,71942387,0,,no,,,[]
71931875,71930844,0,,no,,,[]
71931875,61170638,0,,no,,,[]
71931968,71933526,0,,,,,[]
71931968,71936141,0,,,,,[]
71931968,71945118,0,,,,,[]
71931968,71932578,0,,,,,[]
71932004,7113612174,0,,,,,[]
71932004,71921456,0,,,,,[]
71932028,5456504166,0,,,,,[]
71932028,5456504169,0,,separate,,,[]
71932028,71932720,0,,separate,,,[]
71932039,71934738,0,,,no,track,[]
71932049,71941611,0,,,,,[]
71932049,11989054599,0,crossing,,,,[]
71932049,61172102,0,crossing,,,,[]
71932049,71937376,0,,,,,[]
71932074,619549395,0,,,,,[]
71932074,71921266,0,,,,,[]
71932170,71938313,0,,no,,,[]
71932170,2547031435,0,,,,,[]
71932170,71934785,0,,,,,[]
71932232,71916568,0,,no,,,[]
71932324,71921379,0,,,,,[]
71932324,61178852,0,,,,,[]
71932324,1692583004,0,,,,,[]
71932337,71938649,0,,,,,[]
71932337,71953109,0,,,,,[]
71932337,71924324,0,,,,,[]
71932358,3211701051,0,,no,,,[]
71932358,71917686,0,,no,,,[]
71932358,5458393221,0,,,,,[]
71932376,11931915813,0,,no,,,[]
71932376,8324393180,0,,no,,,[]
71932376,71921937,0,,no,,,[]
71932397,5620118034,0,,,,,[]
71932397,71924728,0,,,,,[]
71932397,7986515985,0,,,,,[]
71932406,71928522,0,,,,,[]
71932422,71953701,0,,,,,[]
71932422,71937311,0,,,,,[]
71932422,2104794554,0,,,,,[]
71932508,944779136,0,lane,,,,[]
71932508,71926794,0,,,track,lane,[]
71932551,942088876,0,,,,,[]
71932551,3156367428,0,,,,,[]
71932578,71931968,0,,,,,[]
71932578,71926909,0,,,,,[]
71932617,5618695128,0,shared_lane,,,,[]
71932649,71928177,0,,,,,[]
71932679,71922518,0,,,,,[]
71932720,12366587710,0,,no,,,[]
71932720,71916583,0,,separate,,,[]
71932720,5456504177,0,,no,,,[]
71932720,71932028,0,,separate,,,[]
71932781,71939106,0,,,,,[]
71932781,71914436,0,,,,,[]
71932781,71947176,0,,,,,[]
71932806,71913897,0,,,,,[]
71932806,71927525,0,,,,,[]
71932816,471266285,0,,,,,[]
71932926,71916827,0,,,,,[]
71933001,61171454,0,,,,,[]
71933107,71950209,0,,,,,[]
71933122,71949894,0,,,,,[]
71933422,71949086,0,,no,,,[]
71933422,71944823,0,,no,,,[]
71933468,9073283991,0,,,,,[]
71933468,3960540404,0,,,,,[]
71933498,11877805138,0,,,track,track,[]
71933498,5456543560,0,,,track,track,[]
71933498,71939657,0,,,,,[]
71933526,71931968,0,,,,,[]
71933526,61180738,0,,,,,[]
71933526,61172224,0,,,,,[]
71933526,61173055,0,,,,,[]
71933538,1956025317,0,,,,,[]
71933538,61172137,0,,,,,[]
71933538,1956025308,0,,,,,[]
71933627,71928046,0,,,,,[]
71933627,71951626,0,,,,,[]
71933627,11017134345,0,,,,,[]
71933664,71928614,0,,,no,lane,[]
71933664,71918742,0,,,,,[]
71933721,61170946,0,,,,,[]
71933735,11963516027,0,,,,,[]
71933735,71954828,0,,,,,[]
71933735,71926597,0,,,,,[]
71933784,71921834,0,,,,,[]
71933784,5238078484,0,,,,,[]
71933814,71946262,0,,,,,[]
71933814,71940999,0,,,,,[]
71933814,61174140,0,,,,,[]
71934009,71921368,0,,no,,,[]
71934009,71916846,0,,,,,[]
71934153,6759279969,0,,,,,[]
71934153,61176009,0,,,,,[]
71934153,1202474496,0,,,,,[]
71934194,7716465714,0,,,,,[]
71934194,71953032,0,,no,,,[]
71934194,71941580,0,,no,,,[]
71934206,71952453,0,,,,,[]
71934349,71948447,0,,,lane,no,[]
71934349,71920826,0,,,,share_busway,[]
71934405,11664696231,0,,,,,[]
71934472,71918823,0,,no,,,[]
71934472,8543109634,0,,no,,,[]
71934530,11240613962,0,lane,,,,[]
71934530,11240613965,0,lane,,,,[]
71934530,11240613963,0,,no,,,[]
71934530,11240613974,0,,,,,[]
71934533,61170617,0,,no,,,[]
71934533,61170618,0,,,,,[]
71934543,71927525,0,,,,,[]
71934543,71925117,0,,,,,[]
71934543,71947912,0,,,,,[]
71934562,61177668,0,,no,,,[]
71934562,71928812,0,,no,,,[]
71934562,71929474,0,,,,,[]
71934567,71954828,0,,,,,[]
71934583,71927201,0,,,,,[]
71934583,61171581,0,,,,,[]
71934583,61172626,0,,,,,[]
71934583,61176225,0,,,,,[]
71934738,71940828,0,,,,,[]
71934738,71934861,0,,,no,track,[]
71934785,1043623286,0,,,,,[]
71934861,71915679,0,,,no,,[]
71934861,61173400,0,,,no,shared_lane,[]
71934883,61179360,0,,,,,[]
71934883,71935803,0,,,,,[]
71934883,71923529,0,,,,,[]
71935034,11240613968,0,,no,,,[]
71935198,71952529,0,,,"['lane', 'track']",track,"['lane', 'track']"
71935198,71925858,0,,,"['lane', 'share_busway']",track,"['lane', 'share_busway']"
71935240,71947932,0,,,,,[]
71935240,71936645,0,,,,,[]
71935325,71953648,0,,no,,,[]
71935325,71953982,0,,no,,,[]
71935325,71949110,0,,,,,[]
71935362,71938793,0,,no,,,[]
71935362,945798738,0,,,no,track,[]
71935374,71948702,0,,,,,[]
71935374,61172423,0,,,,,[]
71935374,71952098,0,,,,,[]
71935401,71952078,0,,,,,[]
71935401,71952078,1,,,,,[]
71935401,8373965947,0,,,,,[]
71935412,71917539,0,,no,,,[]
71935557,71929016,0,,,,,[]
71935568,71921374,0,,,,,[]
71935591,71938454,0,,,no,lane,[]
71935656,71951563,0,,,,,[]
71935656,2104810694,0,,,,,[]
71935656,71941012,0,,,,,[]
71935680,71954078,0,,,,,[]
71935680,9783727242,0,,,,,[]
71935680,471266286,0,,,,,[]
71935696,71942639,0,,,,,[]
71935696,12106085316,0,,,shared_lane,lane,[]
71935803,71918431,0,,,,,[]
71935803,61171122,0,,,,,[]
71935803,71934883,0,,,,,[]
71935959,3299611979,0,,,,,[]
71935959,71942479,0,,,,,[]
71935959,3603644221,0,,,,,[]
71936030,71941036,0,,,,,[]
71936030,6759279969,0,,,,,[]
71936030,61176290,0,,,,,[]
71936141,71931968,0,,,,,[]
71936141,71951971,0,,,,,[]
71936141,470520887,0,,,,,[]
71936286,3804299795,0,,,,,[]
71936370,71930789,0,,,,,[]
71936370,604063583,0,,,,,[]
71936370,71939578,0,,,,,[]
71936477,71947790,0,,no,,,[]
71936477,1038908093,0,,no,,,[]
71936477,1027797587,0,,,,,[]
71936503,5238078483,0,,,,,[]
71936503,5458214523,0,,,,,[]
71936516,71942639,0,,,,,[]
71936516,6894990989,0,,,shared_lane,lane,[]
71936516,6894990985,0,,,,,[]
71936530,61170444,0,,,,,[]
71936565,1041959442,0,,,,,[]
71936565,61171367,0,,,no,track,[]
71936623,71921232,0,,,,,[]
71936623,71925783,0,,,,,[]
71936623,71930706,0,shared_lane,,,,[]
71936623,71949894,0,shared_lane,,,,[]
71936634,71928040,0,,,,,[]
71936634,71924890,0,,,,,[]
71936645,71937376,0,,,,,[]
71936645,71935240,0,,,,,[]
71936645,5619915643,0,,no,,,[]
71936688,61170769,0,,,,,[]
71936688,71945764,0,,,,,[]
71936688,71921650,0,,,,,[]
71936696,71930140,0,shared_lane,,,,[]
71936696,71942285,0,,,no,lane,[]
71936696,71922347,0,shared_lane,,,,[]
71936707,71946779,0,,,,,[]
71936707,71953032,0,,,,,[]
71936707,71953982,0,,,,,[]
71936724,71931360,0,,no,,,[]
71936724,11954733973,0,,no,,,[]
71936724,71954744,0,,no,,,[]
71936787,71921363,0,,,,,[]
71936787,71919681,0,,no,,,[]
71936800,1047162738,0,,,,,[]
71936800,604063583,0,,,,,[]
71936816,5244583707,0,,,,,[]
71936816,71920895,0,,,,,[]
71936816,71949122,0,,,,,[]
71936816,71941611,0,,,,,[]
71936894,71942019,0,,,no,"['track', 'share_busway']","['track', 'share_busway']"
71936894,10174633228,0,track,,,,[]
71936966,71924003,0,,no,,,[]
71936966,71924684,0,,no,,,[]
71936996,945798791,0,lane,,,,[]
71936996,1037356275,0,,no,,,[]
71936996,11107275647,0,lane,,,,[]
71937035,71953402,0,,,,,[]
71937035,11683576838,0,,,,,[]
71937075,71931360,0,,no,,,[]
71937075,71954744,0,,,,,[]
71937075,61171140,0,,no,,,[]
71937204,71915582,0,,no,,,[]
71937271,3449234018,0,,,,track,[]
71937311,71915724,0,,,,,[]
71937311,71932422,0,,,,,[]
71937311,71943500,0,,,,,[]
71937335,71920540,0,,,,,[]
71937335,61180463,0,,,,,[]
71937343,11877805141,0,,,,,[]
71937343,1784000784,0,,,no,track,[]
71937364,61178806,0,,no,,,[]
71937376,61171446,0,,,,,[]
71937376,71932049,0,,,,,[]
71937376,71936645,0,,,,,[]
71937379,5458214534,0,shared_lane,,,,[]
71937379,71943264,0,,,,,[]
71937397,61176107,0,,,,,[]
71937397,71927201,0,,,,,[]
71937397,61176115,0,,,,,[]
71937403,71951726,0,,,,,[]
71937403,71953293,0,,,,,[]
71937408,71925858,0,,,share_busway,track,[]
71937408,71930313,0,"['shared_lane', 'share_busway']",,,,"['shared_lane', 'share_busway']"
71937703,71948795,0,,,,,[]
71937703,71922723,0,,,,,[]
71937763,8622734910,0,,,,,[]
71937763,71919083,0,,,,,[]
71937763,11664696241,0,,,,,[]
71937788,71938508,0,,,,,[]
71937788,71950916,0,,,,,[]
71937788,567426084,0,,no,,,[]
71937797,71916720,0,,,,,[]
71937797,61171349,0,,no,,,[]
71937797,71953040,0,,,,,[]
71937854,71923616,0,,,,,[]
71937871,6755532650,0,,,,,[]
71937918,71949227,0,,,,,[]
71937918,71944327,0,,,,,[]
71937918,71921650,0,,,,,[]
71937967,61171443,0,,,,,[]
71938023,3804299692,0,,,,,[]
71938023,71926222,0,,shared_lane,,,[]
71938023,940963171,0,shared_lane,,,,[]
71938041,71953410,0,,,,,[]
71938041,71953599,0,,,,,[]
71938041,61173051,0,,,,,[]
71938064,71921266,0,,,,,[]
71938064,7890703502,0,,,,,[]
71938119,7555766832,0,shared_lane,,,,[]
71938119,71930706,0,shared_lane,,,,[]
71938119,71925619,0,,,,,[]
71938226,61182580,0,,,,,[]
71938226,71940333,0,,,,,[]
71938226,71917709,0,,,,,[]
71938249,71919791,0,,no,,,[]
71938249,5458392907,0,,no,,,[]
71938249,71926932,0,,no,,,[]
71938286,71916143,0,,,,,[]
71938286,2547125306,0,,,,,[]
71938286,2547125385,0,,,,,[]
71938313,71932170,0,,no,,,[]
71938313,1043623298,0,,no,,,[]
71938313,71930075,0,,,,,[]
71938339,7305257100,0,,separate,,,[]
71938454,3593702547,0,,,,lane,[]
71938454,3612528984,0,,,,lane,[]
71938495,2267876517,0,,,no,lane,[]
71938495,71930642,0,,no,,,[]
71938499,71918232,0,,,,,[]
71938499,71953368,0,,,,,[]
71938499,71920986,0,,,,,[]
71938508,71937788,0,,,,,[]
71938508,1034870978,0,,,,,[]
71938508,71946325,0,,,,,[]
71938557,71929134,0,,,,,[]
71938568,71927644,0,shared_lane,,,,[]
71938568,71930140,0,shared_lane,,,,[]
71938568,7866118454,0,,,,,[]
71938649,71932337,0,,,,,[]
71938649,939265783,0,,,,,[]
71938649,11017134345,0,,,,,[]
71938689,61172656,0,,,no,track,[]
71938689,71942628,0,,,no,track,[]
71938745,1817080197,0,,no,,,[]
71938793,71935362,0,,no,,,[]
71938808,71946334,0,,no,,,[]
71938808,71928172,0,,,,,[]
71938862,61177197,0,,,,,[]
71938862,61171454,0,,,,,[]
71938862,71921963,0,,,,,[]
71938886,71923795,0,,,,,[]
71938886,71914714,0,,,,,[]
71938886,71949122,0,,,,,[]
71938999,7894108821,0,,,no,lane,[]
71938999,7672322989,0,,,,,[]
71939014,71928807,0,,,lane,shared_lane,[]
71939014,71929179,0,,no,,,[]
71939042,71939411,0,,,,,[]
71939042,71916174,0,,,,,[]
71939106,71954058,0,,no,,,[]
71939106,71940842,0,,no,,,[]
71939154,71952783,0,,,,,[]
71939178,71952783,0,,,,,[]
71939178,939265821,0,,,,,[]
71939178,11963516027,0,,,,,[]
71939317,71952818,0,,no,,,[]
71939317,71945453,0,,no,,,[]
71939317,61173631,0,,no,,,[]
71939388,71951488,0,,,,,[]
71939411,71941499,0,,,,,[]
71939411,71914877,0,,,,,[]
71939454,71927525,0,,,,,[]
71939561,71954159,0,,,,,[]
71939561,61176290,0,,,,,[]
71939561,61176304,0,,,,,[]
71939578,7605129044,0,lane,,,,[]
71939578,11228375112,0,lane,,,,[]
71939578,71930931,0,,,,,[]
71939578,71936370,0,,,,,[]
71939657,71929134,0,,,,,[]
71939657,71933498,0,,,,,[]
71939657,71953091,0,,,,,[]
71939690,71948454,0,,,,,[]
71939735,11107275650,0,lane,,,,[]
71939735,5458392903,0,lane,,,,[]
71939748,8796934949,0,,,,,[]
71939748,71915442,0,,,,,[]
71939748,61172842,0,,,,,[]
71939756,71926816,0,,,,,[]
71939756,71924890,0,,,,,[]
71939870,71921728,0,,,no,lane,[]
71939870,11877805144,0,,,no,lane,[]
71939920,11683585411,0,lane,,,,[]
71939920,944779136,0,lane,,,,[]
71939920,71951274,0,,no,,,[]
71939977,12347356436,0,,,,,[]
71939977,71917093,0,,,separate,shared_lane,[]
71939977,61170956,0,,,separate,shared_lane,[]
71940058,71926074,0,,,,,[]
71940071,61182857,0,,,,,[]
71940071,71931550,0,,,,,[]
71940071,71928614,0,,,,,[]
71940134,12347356471,0,,,,,[]
71940134,4503498142,0,,separate,,,[]
71940163,71921183,0,,,,,[]
71940163,6399888529,0,,,,,[]
71940333,11722028702,0,,no,,,[]
71940333,1034657399,0,,no,,,[]
71940333,71938226,0,,,,,[]
71940816,71942387,0,,,,,[]
71940828,3222538670,0,,,,,[]
71940828,61173400,0,,,,,[]
71940842,71942649,0,,,,,[]
71940842,71939106,0,,no,,,[]
71940842,71926281,0,,no,,,[]
71940842,71947176,0,,,,,[]
71940932,5244583707,0,,,,,[]
71940932,71946613,0,,,,,[]
71940932,71923795,0,,,,,[]
71940999,2546995396,0,,,,,[]
71940999,71933814,0,,,,,[]
71941012,3804299741,0,,,,,[]
71941012,71935656,0,,,,,[]
71941012,13120345826,0,,,,,[]
71941036,71917425,0,,,,,[]
71941036,71936030,0,,,,,[]
71941036,71946558,0,,no,,,[]
71941050,71921885,0,,,,,[]
71941130,1047079605,0,,,,,[]
71941130,71949691,0,,,,,[]
71941230,71915353,0,,,,,[]
71941230,71945000,0,,,,,[]
71941230,8323807858,0,,,,,[]
71941419,61170802,0,,no,,,[]
71941419,71949565,0,,no,,,[]
71941419,71935412,0,,,,,[]
71941449,7949642765,0,,,,,[]
71941449,61172458,0,,,,,[]
71941449,71951982,0,,,,,[]
71941461,71921540,0,,,track,track,[]
71941461,470512956,0,,no,,,[]
71941461,11779209381,0,,,track,track,[]
71941499,71921462,0,,,,,[]
71941499,471266585,0,,,,,[]
71941580,71934194,0,,no,,,[]
71941580,5843755089,0,,no,,,[]
71941580,61172839,0,,,lane,shared_lane,[]
71941580,11269182784,0,,,lane,shared_lane,[]
71941580,11620217798,0,crossing,,,,[]
71941611,5257709037,0,,,,,[]
71941611,71936816,0,,,,,[]
71941611,71932049,0,,,,,[]
71941682,7987038520,0,,,,,[]
71941682,71949195,0,,,,,[]
71941682,71949322,0,,,,,[]
71941772,12347356437,0,shared_lane,,,,[]
71941782,7949480600,0,,,no,lane,[]
71941782,71951139,0,,no,,,[]
71941856,71920934,0,,,,,[]
71941887,71946606,0,lane,,,,[]
71941887,10026606050,0,lane,,,,[]
71941962,61170761,0,,,,,[]
71942019,71920099,0,,no,,,[]
71942019,71929842,0,,,no,share_busway,[]
